"","StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","Q_RecaptchaScore","meta_Browser","meta_Version","meta_Operating System","meta_Resolution","timer.consent_First Click","timer.consent_Last Click","timer.consent_Page Submit","timer.consent_Click Count","Consent","timer.platforms_First Click","timer.platforms_Last Click","timer.platforms_Page Submit","timer.platforms_Click Count","platforms_fb","platforms_insta","platforms_tiktok","platforms_x","platforms_truth","platforms_jive","timer.state_First Click","timer.state_Last Click","timer.state_Page Submit","timer.state_Click Count","state","timer.age_First Click","timer.age_Last Click","timer.age_Page Submit","timer.age_Click Count","age","timer.device_First Click","timer.device_Last Click","timer.device_Page Submit","timer.device_Click Count","device","timer.download_First Click","timer.download_Last Click","timer.download_Page Submit","timer.download_Click Count","download_apple","download_android","timer.race_First Click","timer.race_Last Click","timer.race_Page Submit","timer.race_Click Count","race","timer.image_First Click","timer.image_Last Click","timer.image_Page Submit","timer.image_Click Count","screen_image","timer.pid3_First Click","timer.pid3_Last Click","timer.pid3_Page Submit","timer.pid3_Click Count","pid3","timer.pid.followup_First Click","timer.pid.followup_Last Click","timer.pid.followup_Page Submit","timer.pid.followup_Click Count","pid_strong","pid_lean","timer.ideo_First Click","timer.ideo_Last Click","timer.ideo_Page Submit","timer.ideo_Click Count","ideo7","timer.educ.1_First Click","timer.educ.1_Last Click","timer.educ.1_Page Submit","timer.educ.1_Click Count","educ_new","1","timer.educ.2_First Click","timer.educ.2_Last Click","timer.educ.2_Page Submit","timer.educ.2_Click Count","2","timer.educ.3_First Click","timer.educ.3_Last Click","timer.educ.3_Page Submit","timer.educ.3_Click Count","3","timer.educ.4_First Click","timer.educ.4_Last Click","timer.educ.4_Page Submit","timer.educ.4_Click Count","4","timer.educ.5_First Click","timer.educ.5_Last Click","timer.educ.5_Page Submit","timer.educ.5_Click Count","5","timer.educ.6_First Click","timer.educ.6_Last Click","timer.educ.6_Page Submit","timer.educ.6_Click Count","6","timer.educ.7_First Click","timer.educ.7_Last Click","timer.educ.7_Page Submit","timer.educ.7_Click Count","7","timer.educ.8_First Click","timer.educ.8_Last Click","timer.educ.8_Page Submit","timer.educ.8_Click Count","8","timer.image.9_First Click","timer.image.9_Last Click","timer.image.9_Page Submit","timer.image.9_Click Count","9","timer.instructions_First Click","timer.instructions_Last Click","timer.instructions_Page Submit","timer.instructions_Click Count","Invite_Block","participant_code","...134","race_new","social_media_sum","social_media_high","pid7"
"723","12/14/2023 9:52","12/14/2023 9:55",100,165,TRUE,"12/14/2023 9:55",0.899999976158142,"Safari iPhone","17.2","iPhone","390x844",6.074,34.185,35.272,3,"Yes, I consent",8.087,13.939,14.885,9,1,2,2,0,0,0,1.543,1.543,5.746,1,"Minnesota",2.883,2.883,5.701,1,33,3.876,3.876,4.514,1,"Apple iPhone",1.942,1.942,2.691,1,"Yes, I am",NA,1.768,1.768,2.403,1,"White",2.411,3.308,3.74,2,3,1.796,1.796,2.977,1,"Democrat",3.414,3.414,4.083,1,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,2.756,2.756,3.777,1,"Somewhat liberal",NA,NA,NA,NA,"Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,1.91,2.598,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.836,48.712,67.879,7,4,"xrkgn9",NA,"White",5,TRUE,"Weak Democrat"
"724","12/14/2023 9:45","12/14/2023 9:55",100,569,TRUE,"12/14/2023 9:55",NA,"Chrome","120.0.0.0","Windows NT 10.0","1920x1080",347.574,347.574,348.267,1,"Yes, I consent",2.549,6.62,7.165,6,2,2,0,2,0,0,0.99,2.014,2.567,2,"Kansas",0.734,0.734,2.287,1,31,0.767,0.767,1.381,1,"Apple iPhone",1.813,1.813,2.35,1,"Yes, I am",NA,1.691,1.691,2.161,1,"White",1.532,1.532,2.085,1,3,70.637,70.637,71.835,1,"Republican",0.935,0.935,1.5,1,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,1.153,1.153,1.768,1,"Conservative",NA,NA,NA,NA,"Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.476,1.476,2.111,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,117.802,0,5,"y4wkxf",NA,"White",6,TRUE,"Weak Republican"
"725","12/14/2023 9:50","12/14/2023 9:55",100,292,TRUE,"12/14/2023 9:55",1,"Safari iPad","17.2","iPad","744x1133",4.442,20.363,21.223,10,"Yes, I consent",3.292,7.743,8.735,9,0,0,2,0,0,0,0.894,0.894,5.016,1,"Nevada",0.867,0.867,2.642,1,27,1.59,1.59,3.579,1,"Apple iPhone",2.728,2.728,5.233,1,"Yes, I am",NA,1.677,1.677,2.466,1,"White",1.074,2.44,3.149,3,3,2.029,2.029,3.088,1,"Democrat",1.216,1.699,2.371,2,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,1.539,3.722,4.495,4,"Liberal",NA,NA,NA,NA,"Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.001,2.698,3.79,2,NA,3.193,52.801,99.828,10,9,"z4b9cp",NA,"White",2,FALSE,"Weak Democrat"
"726","12/14/2023 9:48","12/14/2023 9:56",100,458,TRUE,"12/14/2023 9:56",0.899999976158142,"Chrome","119.0.0.0","Windows NT 10.0","1536x864",61.485,61.485,62.192,1,"Yes, I consent",289.452,292.811,294.624,7,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,TRUE,NA
"727","12/14/2023 9:52","12/14/2023 9:56",100,262,TRUE,"12/14/2023 9:56",1,"Chrome","119.0.0.0","CrOS x86_64 14541.0.0","1536x864",13.013,13.013,14.665,1,"Yes, I consent",9.669,16.539,22.941,6,0,1,0,1,0,0,1.598,3.775,4.932,2,"Florida",1.407,1.407,3.486,1,42,1.663,1.663,3.045,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",1.732,1.732,3.162,1,"Hispanic",2.363,2.363,5.132,1,3,6.856,6.856,7.895,1,"Independent",37.288,37.288,38.521,1,NA,"Closer to Democratic Party",6.792,8.481,9.86,2,"Liberal",NA,NA,NA,NA,"Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,2.46,4.128,1,NA,NA,NA,NA,NA,NA,0,0,84.283,0,8,"dyy4qa",NA,"Hispanic",2,FALSE,"Lean Democrat"
"728","12/14/2023 9:54","12/14/2023 9:57",100,167,TRUE,"12/14/2023 9:57",1,"Edge","119.0.0.0","Windows NT 10.0","1536x864",52.37,52.37,53.575,1,"Yes, I consent",4.733,10.458,12.407,6,2,0,0,0,0,0,1.413,5.442,6.604,2,"Wisconsin",1.312,1.312,3.326,1,25,1.512,1.512,2.519,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",1.632,1.632,2.581,1,"White",2.028,2.028,3.222,1,3,2.903,2.903,4.616,1,"Independent",1.361,1.361,2.493,1,NA,"Closer to Democratic Party",3.199,3.199,4.835,1,"Liberal",NA,NA,NA,NA,"Some college but no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.956,1.956,3.582,1,NA,NA,NA,NA,NA,NA,0,0,50.768,0,8,"mkdaq1",NA,"White",2,FALSE,"Lean Democrat"
"729","12/14/2023 9:54","12/14/2023 9:57",100,165,TRUE,"12/14/2023 9:57",0.899999976158142,"Chrome","120.0.0.0","Windows NT 10.0","2560x1440",21.612,21.612,22.354,1,"Yes, I consent",3.498,11.683,12.919,6,0,1,0,2,0,0,0.885,3.847,4.264,2,"New Jersey",0.546,0.546,2.458,1,18,0.748,0.748,1.347,1,"Apple iPhone",0.643,0.643,1.681,1,"Yes, I am",NA,1.455,1.455,1.895,1,"White",1.07,1.07,1.451,1,3,0.618,0.618,2.229,1,"Democrat",0.722,0.722,1.205,1,"Strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,0.724,0.724,1.433,1,"Extremely liberal",NA,NA,NA,NA,"Less than high school",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847,0.847,2.517,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.892,73.054,100.981,5,4,"b6mhvg",NA,"White",3,FALSE,"Strong Democrat"
"730","12/14/2023 9:29","12/14/2023 9:57",100,1667,TRUE,"12/14/2023 9:57",1,"Chrome","120.0.0.0","Android 10","360x640",14.49,76.641,78.335,9,"Yes, I consent",9.854,18.128,19.312,7,1,2,0,2,0,0,1.628,1.628,6.966,1,"Oregon",1.84,6.818,7.301,2,48,1.435,1.435,2.901,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",2.204,2.204,3.266,1,"White",2.079,3.414,4.1,2,3,1.595,1.595,2.402,1,"Independent",2.555,2.555,3.464,1,NA,"Neither",4.503,5.555,6.288,2,"Moderate or middle of the road",NA,NA,NA,NA,"Post-graduate degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.655,3.835,4.388,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.498,361.158,362.639,7,7,"9qb2zm",NA,"White",5,TRUE,"Pure Independent"
"731","12/14/2023 9:42","12/14/2023 9:58",100,965,TRUE,"12/14/2023 9:58",1,"Chrome","120.0.0.0","Macintosh","1440x900",32.781,32.781,34.331,1,"Yes, I consent",4.886,9.669,10.071,7,0,2,0,0,0,0,1.178,1.178,4.013,1,"Virginia",0.946,0.946,2.842,1,41,1.366,1.366,2.641,1,"Apple iPhone",1.827,1.827,2.627,1,"Yes, I am",NA,1.175,1.175,1.969,1,"Asian",2.104,2.104,3.512,1,3,2.145,2.145,3.179,1,"Independent",1.115,1.115,2.512,1,NA,"Neither",1.599,1.599,2.838,1,"Moderate or middle of the road",NA,NA,NA,NA,"Post-graduate degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.057,2.057,2.647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,886.029,0,5,"t4e41u",NA,"Asian",2,FALSE,"Pure Independent"
"732","12/14/2023 9:47","12/14/2023 9:58",100,636,TRUE,"12/14/2023 9:58",0.899999976158142,"Chrome","120.0.0.0","Windows NT 10.0","1536x864",65.217,103.284,203.502,3,"Yes, I consent",3.879,78.215,80.337,10,1,2,2,0,0,0,1.601,10.584,11.444,2,"New York",1.257,1.257,3.046,1,20,3.564,4.46,5.554,3,"Apple iPhone",2.841,5.647,6.331,5,"Yes, I am",NA,2.497,2.497,3.086,1,"Hispanic",1.841,4.308,5.439,2,3,2.077,8.214,9.089,4,"Independent",1.9,3.775,4.773,3,NA,"Closer to Republican Party",3.057,4.217,5.272,2,"Somewhat conservative",2.877,3.872,4.746,2,"Some college but no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.339,281.154,284.717,14,1,"cmdpep",NA,"Hispanic",5,TRUE,"Lean Republican"
"733","12/14/2023 9:37","12/14/2023 9:58",100,1306,TRUE,"12/14/2023 9:58",0.899999976158142,"Chrome","120.0.0.0","Windows NT 10.0","1366x768",13.398,13.398,15.665,1,"Yes, I consent",3.315,20.41,24.553,10,1,2,2,1,1,0,2.002,8.53,10.037,2,"New York",1.908,1.908,3.841,1,28,2.863,2.863,3.994,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",4.851,4.851,6.088,1,"Black or African American",3.145,3.145,3.734,1,3,5.91,5.91,7.67,1,"Republican",2.825,2.825,3.844,1,"Strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,2.765,2.765,4.544,1,"Extremely conservative",NA,NA,NA,NA,"Post-graduate degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.684,6.684,7.501,1,NA,NA,NA,NA,NA,NA,155.608,155.608,1181.949,1,8,"pmqr26",NA,"Black or African American",7,TRUE,"Strong Republican"
"734","12/14/2023 9:37","12/14/2023 9:59",100,1283,TRUE,"12/14/2023 9:59",0.899999976158142,"Safari","15.3","Macintosh","810x1080",2.664,26.159,27.264,7,"Yes, I consent",5.205,11.985,12.712,8,1,0,1,1,0,0,0.959,0.959,2.562,1,"California",0.85,0.85,2.983,1,34,1.202,1.202,2,1,"Apple iPhone",2.1,2.1,2.741,1,"Yes, I am",NA,1.414,1.596,2.442,2,"Hispanic,White",1.391,1.723,2.369,2,3,5.405,5.405,6.084,1,"Independent",2.241,2.241,3.146,1,NA,"Closer to Democratic Party",1.954,2.699,3.668,2,"Somewhat liberal",NA,NA,NA,NA,"Some college but no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.931,1.931,2.592,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44,45.238,45.679,6,4,"3t63w9",NA,"Hispanic",3,FALSE,"Lean Democrat"
"735","12/14/2023 9:56","12/14/2023 9:59",100,137,TRUE,"12/14/2023 9:59",0.899999976158142,"Chrome","119.0.0.0","Windows NT 10.0","1536x864",37.72,37.72,38.34,1,"Yes, I consent",74.199,77.182,78.167,6,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,TRUE,NA
"736","12/14/2023 9:55","12/14/2023 9:59",100,227,TRUE,"12/14/2023 9:59",0.899999976158142,"Chrome","120.0.0.0","Macintosh","1920x1080",12.692,12.692,13.881,1,"Yes, I consent",4.449,12.789,13.761,7,2,2,2,1,0,0,1.345,1.345,3.677,1,"California",1.202,1.202,4.911,1,27,2.59,2.59,3.584,1,"Apple iPhone",3.275,3.275,4.375,1,"Yes, I am",NA,1.825,1.825,2.808,1,"Asian",1.749,1.749,2.896,1,3,3.551,3.551,4.216,1,"Other",1.605,1.605,2.214,1,NA,"Neither",1.556,1.556,2.687,1,"Moderate or middle of the road",NA,NA,NA,NA,"Bachelor’s degree",NA,2.537,2.537,3.19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,156.045,0,2,"6y2bm9",NA,"Asian",7,TRUE,"Pure Independent"
"737","12/14/2023 9:54","12/14/2023 9:59",100,291,TRUE,"12/14/2023 9:59",1,"Safari iPhone","16.6","iPhone","414x896",4.079,48.57,49.413,5,"Yes, I consent",3.174,45.2,47.398,14,0,1,1,0,0,0,1.358,1.358,4.459,1,"Maryland",0.722,0.722,3.289,1,19,1.468,1.468,2.225,1,"Apple iPhone",1.659,1.659,2.367,1,"Yes, I am",NA,0.913,1.393,1.421,2,"Asian",0.981,1.999,2.554,3,3,1.484,1.484,3.386,1,"Independent",2.601,2.601,3.313,1,NA,"Closer to Democratic Party",2.023,2.957,4.785,2,"Somewhat liberal",NA,NA,NA,NA,"High school graduate or equivalent (GED)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.925,2.592,3.866,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924,33.78,75.463,8,7,"c71e9k",NA,"Asian",2,FALSE,"Lean Democrat"
"738","12/14/2023 9:58","12/14/2023 9:59",100,88,TRUE,"12/14/2023 9:59",0.899999976158142,"Firefox","120","Windows NT 10.0","1366x768",11.716,49.82,51.481,2,"Yes, I consent",13.303,27.688,29.415,7,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TRUE,NA
"739","12/14/2023 9:55","12/14/2023 9:59",100,276,TRUE,"12/14/2023 9:59",0.899999976158142,"Firefox","120","Windows NT 10.0","1280x720",5.284,5.284,7.078,1,"Yes, I consent",7.815,13.667,19.258,6,0,0,0,2,0,0,1.402,1.402,3.778,1,"Tennessee",1.473,1.473,4.097,1,53,4.731,4.731,5.839,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",3.048,3.048,4.345,1,"White",4.382,4.382,6.268,1,3,2.601,2.601,4.535,1,"Republican",2.962,2.962,3.939,1,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,2.2,2.2,4.437,1,"Conservative",6.167,6.167,7.12,1,"Post-graduate degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.261,10.459,179.227,2,1,"nxq1c1",NA,"White",2,FALSE,"Weak Republican"
"740","12/14/2023 9:56","12/14/2023 10:00",100,215,TRUE,"12/14/2023 10:00",0.800000012,"Firefox","120","Windows NT 10.0","1536x864",5.956,99.3,101.385,3,"Yes, I consent",9.753,100.962,109.923,9,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,TRUE,NA
"741","12/14/2023 9:57","12/14/2023 10:00",100,158,TRUE,"12/14/2023 10:00",0.899999976158142,"Chrome","117.0.0.0","Windows NT 10.0","1536x864",12.11,12.11,13.113,1,"Yes, I consent",2.152,6.482,7.335,6,2,1,1,0,0,0,1.145,5.22,5.746,3,"Nebraska",8.785,10.252,12.469,2,31,2.015,2.015,2.716,1,"Apple iPhone",1.017,1.017,1.83,1,"Yes, I am",NA,1.575,2.127,2.748,2,"Asian,White",1.659,1.659,2.269,1,3,2.068,2.068,3.081,1,"Republican",1.101,1.101,1.621,1,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,3.146,3.146,4.126,1,"Moderate or middle of the road",NA,NA,NA,NA,"Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,2.52,3.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,84.7,0,4,"4r7yup",NA,"Mixed/other",4,FALSE,"Weak Republican"
"742","12/14/2023 9:54","12/14/2023 10:00",100,350,TRUE,"12/14/2023 10:00",0.800000012,"Chrome","120.0.0.0","Macintosh","1440x900",66.746,67.645,68.666,2,"Yes, I consent",6.567,18.683,19.946,7,2,2,1,0,0,0,1.354,1.354,6.483,1,"Missouri",1.345,2.668,3.743,2,62,1.44,1.44,2.951,1,"Apple iPhone",2.115,2.115,5.197,1,"Yes, I am",NA,2.727,2.727,3.953,1,"Hispanic",2.38,4.828,5.839,2,3,5.629,5.629,7.897,1,"Republican",2.041,2.041,3.078,1,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,2.371,4.682,5.415,2,"Somewhat conservative",NA,NA,NA,NA,"Bachelor’s degree",NA,NA,NA,NA,NA,NA,2.28,4.088,5.067,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.593,196.843,202.625,8,3,"myt842",NA,"Hispanic",5,TRUE,"Weak Republican"
"743","12/14/2023 9:56","12/14/2023 10:00",100,249,TRUE,"12/14/2023 10:00",1,"Chrome","119.0.0.0","Android 10","412x915",10.614,28.776,29.979,30,"Yes, I consent",2.246,10.475,11.101,10,0,2,0,0,0,0,0.822,0.822,5.201,1,"Massachusetts",0.909,0.909,2.9,1,18,40.037,40.037,41.133,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",1.579,1.579,2.201,1,"White",1.704,2.453,3.192,2,3,1.521,1.521,3.46,1,"Democrat",1.612,1.612,2.201,1,"Strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,0.935,0.935,1.676,1,"Extremely liberal",1.747,1.747,2.2,1,"Some college but no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.492,51.77,52.901,10,1,"3r2mqf",NA,"White",2,FALSE,"Strong Democrat"
"744","12/14/2023 9:59","12/14/2023 10:01",100,113,TRUE,"12/14/2023 10:01",0.899999976158142,"Chrome","120.0.0.0","Windows NT 10.0","1920x1080",13.354,13.354,14.616,1,"Yes, I consent",1.702,6.513,7.387,6,2,1,2,1,0,0,0.772,2.401,3.094,2,"Tennessee",0.801,0.801,2.601,1,27,0.903,0.903,1.567,1,"Apple iPhone",1.026,1.026,1.75,1,"Yes, I am",NA,1.369,1.369,1.963,1,"White",1.295,1.295,1.896,1,3,8.662,8.662,9.363,1,"Democrat",1.461,1.461,1.901,1,"Strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,1.401,2.069,2.598,2,"Liberal",NA,NA,NA,NA,"Some college but no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.337,1.337,1.982,1,NA,0,0,56.214,0,9,"v22wt6",NA,"White",6,TRUE,"Strong Democrat"
"745","12/14/2023 9:58","12/14/2023 10:01",100,162,TRUE,"12/14/2023 10:01",1,"Chrome","120.0.0.0","Windows NT 10.0","1920x1080",8.38,8.38,9.352,1,"Yes, I consent",7.047,13.503,14.084,6,1,1,1,0,0,0,0.914,6.641,7.523,2,"North Carolina",0.817,2.985,5.036,2,21,5.829,5.829,6.576,1,"Apple iPhone",11.723,11.723,12.286,1,"Yes, I am",NA,1.583,1.583,2.186,1,"White",1.828,1.828,2.414,1,3,3.575,3.575,4.25,1,"Independent",1.408,1.408,2.067,1,NA,"Closer to Democratic Party",2.27,2.27,2.858,1,"Somewhat liberal",NA,NA,NA,NA,"High school graduate or equivalent (GED)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.515,1.515,3.43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,85.411,0,7,"tvua78",NA,"White",3,FALSE,"Lean Democrat"
"746","12/14/2023 9:59","12/14/2023 10:01",100,80,TRUE,"12/14/2023 10:01",0.899999976158142,"Chrome","117.0.0.0","Windows NT 10.0","400x889",15.97,17.448,18.164,2,"Yes, I consent",39.423,52.941,54.004,7,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,TRUE,NA
"747","12/14/2023 9:57","12/14/2023 10:01",100,243,TRUE,"12/14/2023 10:01",0.899999976158142,"Chrome","120.0.0.0","Windows NT 10.0","1536x864",12.495,12.495,13.473,1,"Yes, I consent",5.727,19.249,20.322,8,2,2,2,0,0,0,1.513,4.833,5.631,4,"Texas",1.113,1.127,5.976,2,26,1.989,1.989,2.992,1,"Apple iPhone",4.015,4.015,4.974,1,"Yes, I am",NA,1.823,1.823,2.461,1,"White",1.4,1.804,4.223,2,3,9.396,9.396,10.068,1,"Independent",1.368,1.368,2.358,1,NA,"Neither",1.305,1.703,4.238,2,"Somewhat liberal",NA,NA,NA,NA,"Some college but no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.436,1.436,3.006,1,NA,94.537,94.537,155.847,1,9,"zqbye7",NA,"White",6,TRUE,"Pure Independent"
