StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,timer.consent_First Click,timer.consent_Last Click,timer.consent_Page Submit,timer.consent_Click Count,Consent,timer.platforms_First Click,timer.platforms_Last Click,timer.platforms_Page Submit,timer.platforms_Click Count,platforms_fb,platforms_insta,platforms_tiktok,platforms_x,platforms_truth,platforms_jive,timer.state_First Click,timer.state_Last Click,timer.state_Page Submit,timer.state_Click Count,state,timer.age_First Click,timer.age_Last Click,timer.age_Page Submit,timer.age_Click Count,age,timer.device_First Click,timer.device_Last Click,timer.device_Page Submit,timer.device_Click Count,device,timer.download_First Click,timer.download_Last Click,timer.download_Page Submit,timer.download_Click Count,download_apple,download_android,timer.race_First Click,timer.race_Last Click,timer.race_Page Submit,timer.race_Click Count,race ,timer.image_First Click,timer.image_Last Click,timer.image_Page Submit,timer.image_Click Count,screen_image,timer.pid3_First Click,timer.pid3_Last Click,timer.pid3_Page Submit,timer.pid3_Click Count,pid3,timer.pid.followup_First Click,timer.pid.followup_Last Click,timer.pid.followup_Page Submit,timer.pid.followup_Click Count,pid_strong,pid_lean,timer.ideo_First Click,timer.ideo_Last Click,timer.ideo_Page Submit,timer.ideo_Click Count,ideo7,timer.educ.1_First Click,timer.educ.1_Last Click,timer.educ.1_Page Submit,timer.educ.1_Click Count,educ_1,1,timer.educ.2_First Click,timer.educ.2_Last Click,timer.educ.2_Page Submit,timer.educ.2_Click Count,educ_2,2,timer.educ.3_First Click,timer.educ.3_Last Click,timer.educ.3_Page Submit,timer.educ.3_Click Count,educ_3,3,timer.educ.4_First Click,timer.educ.4_Last Click,timer.educ.4_Page Submit,timer.educ.4_Click Count,educ_4,4,timer.educ.5_First Click,timer.educ.5_Last Click,timer.educ.5_Page Submit,timer.educ.5_Click Count,educ_5,5,timer.educ.6_First Click,timer.educ.6_Last Click,timer.educ.6_Page Submit,timer.educ.6_Click Count,educ_6,6,timer.educ.7_First Click,timer.educ.7_Last Click,timer.educ.7_Page Submit,timer.educ.7_Click Count,educ_7,7,timer.educ.8_First Click,timer.educ.8_Last Click,timer.educ.8_Page Submit,timer.educ.8_Click Count,educ_8,8,timer.image.9_First Click,timer.image.9_Last Click,timer.image.9_Page Submit,timer.image.9_Click Count,educ_9,9,timer.instructions_First Click,timer.instructions_Last Click,timer.instructions_Page Submit,timer.instructions_Click Count,Invite_Block,participant_code,
12/12/2023 10:46,12/12/2023 10:50,100,251,TRUE,12/12/2023 10:50,1,Chrome,119.0.0.0,Windows NT 10.0,1920x1080,102.076,102.076,103.022,1,"Yes, I consent",2.761,10.081,10.805,6,Some,Some,A lot,Some,Not at all,Not at all,1.325,4.654,5.326,2,Oklahoma,1.09,1.09,11.148,1,24,1.541,1.541,2.598,1,Android,,,,,,"Yes, I am",2.3,2.3,2.967,1,White,1.464,1.464,2.436,1,3,2.692,2.692,6.214,1,Independent,3.032,3.632,4.466,2,,Closer to Republican Party,3.965,3.965,5.352,1,Somewhat conservative,,,,,,,,,,,,,,,,,,,2.625,2.625,3.523,1,High school graduate or equivalent (GED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,81.145,0,4,CW7ECF,
12/12/2023 10:47,12/12/2023 10:52,100,316,TRUE,12/12/2023 10:52,0.8999999761581421,Chrome,119.0.0.0,Windows NT 10.0,1366x768,15.825,15.825,24.001,1,"Yes, I consent",39.889,46.093,48.64,6,Some,Some,A lot,Some,Not at all,Not at all,1.799,3.763,5.357,2,Arizona,2.032,2.032,4.131,1,45,3.701,3.701,5.275,1,Apple iPhone,21.552,21.552,37.182,1,"Yes, I am",,10.231,10.231,12.179,1,White,5.589,5.589,6.963,1,3,21.388,21.388,23.11,1,Independent,24.417,24.417,25.571,1,,Closer to Republican Party,4.476,4.476,7.011,1,Moderate or middle of the road,,,,,,,1.85,1.85,4.236,1,High school graduate or equivalent (GED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,95.487,0,2,XQP617,
12/12/2023 10:51,12/12/2023 10:53,100,147,TRUE,12/12/2023 10:53,0.8999999761581421,Chrome,120.0.0.0,Windows NT 10.0,1920x1080,34.677,34.677,35.892,1,"Yes, I consent",5.687,11.553,12.222,6,Not at all,A lot,Not at all,Some,Not at all,Not at all,0.849,1.96,2.562,2,Washington,0.668,0.668,3.101,1,20,0.993,0.993,1.668,1,Apple iPhone,1.749,1.749,5.089,1,"Yes, I am",,1.07,1.07,1.615,1,White,1.324,1.324,2.291,1,3,1.909,1.909,3.763,1,Democrat,1.255,1.255,1.878,1,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,2.332,2.332,3.119,1,Somewhat liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,1.53,2.924,1,Some college but no degree,,,,,,,,,,,,,,0,0,64.516,0,7,YGY4A2,
12/12/2023 10:25,12/12/2023 10:54,100,1745,TRUE,12/12/2023 10:54,0.8999999761581421,Edge,120.0.0.0,Windows NT 10.0,1920x1200,65.045,65.045,66.519,1,"Yes, I consent",12.506,26.44,32.2,6,A lot,A lot,Not at all,Not at all,Not at all,Not at all,1.838,4.376,5.603,2,Iowa,1.921,1.921,4.344,1,37,1.557,1.557,3.848,1,Android,,,,,,"Yes, I am",9.713,10.789,12.25,2,"Hispanic,White",4.038,4.038,7.44,1,3,8.801,8.801,10.397,1,Independent,15.288,19.67,21.061,3,,Closer to Republican Party,5.039,5.039,7.279,1,Moderate or middle of the road,,,,,,,2.828,2.828,4.25,1,High school graduate or equivalent (GED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1227.106,0,2,NYUHEM,
12/12/2023 10:48,12/12/2023 10:54,100,382,TRUE,12/12/2023 10:54,0.8999999761581421,Firefox,120,Windows NT 10.0,1280x720,15.07,15.07,16.83,1,"Yes, I consent",60.681,76.018,78.157,7,A lot,A lot,Some,A lot,Not at all,Not at all,28.048,30.57,32.693,2,California,39.916,39.916,45.916,1,51,17.784,17.784,19.268,1,Android,,,,,,"Yes, I am",3.716,3.716,5.896,1,Black or African American,3.665,3.665,5.023,1,3,3.731,3.731,5.615,1,Republican,5.515,5.515,6.387,1,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,19.159,19.159,21.756,1,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.517,50.517,52.289,1,Post-graduate degree,,,,,,,,,,,,,,,,,,,,39.59,40.285,47.586,2,6,3W67RP,
12/12/2023 10:43,12/12/2023 10:57,100,813,TRUE,12/12/2023 10:57,0.8999999761581421,Chrome,115.0.0.0,Android 14,412x892,4.119,29.412,30,15,"Yes, I consent",6.066,12.666,14.042,6,Some,Not at all,Not at all,Some,Not at all,Not at all,1.195,1.195,6.171,1,Minnesota,1.575,1.575,3.523,1,32,1.465,1.465,2.128,1,Android,,,,,,"Yes, I am",1.6,1.6,2.362,1,White,2.28,2.28,3.284,1,3,1.304,1.795,2.296,2,Other,1.189,1.189,2.059,1,,Neither,1.482,1.482,2.301,1,Moderate or middle of the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.584,2.584,2.9,1,Associate degree in college,,,,,,,,,,,,,,,,,,,,17.011,299.283,439.347,6,6,VN93QP,
12/12/2023 10:57,12/12/2023 10:58,100,28,TRUE,12/12/2023 10:58,0.8999999761581421,Opera,104.0.0.0,Windows NT 10.0,1920x1080,2.445,8.851,10.015,3,"Yes, I consent",6.757,15.294,16.409,6,Not at all,A lot,Not at all,A lot,Not at all,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2023 10:57,12/12/2023 11:00,100,219,TRUE,12/12/2023 11:00,0.8999999761581421,Chrome,118.0.0.0,Android 10,384x854,22.143,70.077,71.001,10,"Yes, I consent",2.261,15.654,16.618,8,A lot,Some,A lot,Some,Not at all,Not at all,1.929,1.929,5,1,Arkansas,1.646,1.646,6.197,1,45,1.464,1.464,2.494,1,Android,,,,,,"Yes, I am",1.236,2.141,3.501,2,Black or African American,1.909,2.947,4.604,2,3,9.257,9.257,10.601,1,Independent,4.572,4.572,5.8,1,,Neither,9.739,9.739,11.963,1,Somewhat liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.449,6.1,7.94,2,Associate degree in college,,,,,,,,,,,,,,18.464,53.259,54.2,11,7,BKQ96U,
12/12/2023 11:02,12/12/2023 11:05,100,170,TRUE,12/12/2023 11:05,0.6000000238418579,Chrome,120.0.0.0,Windows NT 10.0,1920x1080,46.701,46.701,47.348,1,"Yes, I consent",8.809,14.513,14.958,6,Not at all,Some,A lot,Some,Not at all,Not at all,1.215,4.329,4.928,5,Colorado,1.044,1.044,3.316,1,26,1.917,1.917,2.511,1,Apple iPhone,1.652,1.652,2.117,1,"Yes, I am",,1.465,1.465,1.942,1,White,2.97,2.97,3.435,1,3,2.77,2.77,3.387,1,Independent,3.47,3.47,4.154,1,,Closer to Republican Party,2.207,2.207,3.131,1,Somewhat liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.151,4.151,4.952,1,Associate degree in college,,4.845,12.625,67.623,5,9,R9HYRV,
12/12/2023 11:01,12/12/2023 11:06,100,254,TRUE,12/12/2023 11:06,0.8999999761581421,Chrome,119.0.0.0,Windows NT 10.0,1920x1080,6.778,6.778,7.601,1,"Yes, I consent",2.615,11.086,13.234,6,Some,Some,Some,A lot,Not at all,Not at all,1.286,2.516,3.41,2,Texas,1.093,1.093,2.558,1,26,1.187,1.187,4.232,1,Android,,,,,,"Yes, I am",1.932,2.254,3.633,2,"Hispanic,White",1.972,1.972,2.707,1,3,3.465,3.465,4.141,1,Republican,1.102,1.394,1.902,2,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,1.419,1.419,2.415,1,Somewhat conservative,1.95,1.95,2.745,1,Associate degree in college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.375,56.557,190.539,4,1,D24TXF,
12/12/2023 11:03,12/12/2023 11:06,100,185,TRUE,12/12/2023 11:06,1,Chrome,120.0.0.0,Windows NT 10.0,1368x912,2.785,2.785,3.655,1,"Yes, I consent",7.29,13.839,14.686,6,Some,Not at all,Not at all,Some,Not at all,Not at all,0.601,2.022,2.821,2,Indiana,0.831,0.831,2.759,1,49,1.125,1.125,2.859,1,Apple iPhone,3.171,3.171,3.987,1,"Yes, I am",,1.492,1.492,2.15,1,White,2.143,2.143,3.862,1,3,3.694,3.694,4.484,1,Republican,1.492,1.492,2.13,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,1.63,3.22,4.522,2,Somewhat conservative,,,,,,,,,,,,,,,,,,,1.309,1.309,2.149,1,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.999,70.628,127.451,8,4,ARAUEC,
12/12/2023 11:05,12/12/2023 11:07,100,119,TRUE,12/12/2023 11:07,1,Edge,120.0.0.0,Windows NT 10.0,1707x960,15.71,15.71,16.255,1,"Yes, I consent",4.601,11.102,11.554,6,Not at all,Some,A lot,Not at all,Not at all,Not at all,1.098,4.297,4.923,2,Pennsylvania,1.152,1.152,2.979,1,22,1.054,1.054,1.577,1,Android,,,,,,"Yes, I am",1.319,1.807,2.465,2,"Black or African American,Hispanic",1.608,1.608,2.163,1,3,1.47,1.47,2.047,1,Democrat,1.223,1.223,1.737,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,1.666,1.666,2.07,1,Extremely liberal,1.716,1.716,2.702,1,Some college but no degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.054,8.221,60.546,2,1,69TXAH,
12/12/2023 11:03,12/12/2023 11:07,100,261,TRUE,12/12/2023 11:07,0.8999999761581421,Chrome,119.0.0.0,Windows NT 10.0,1536x864,42.265,43.942,45.423,2,"Yes, I consent",8.741,17.77,18.883,7,Some,A lot,Some,Some,Not at all,Not at all,2.156,4.508,5.719,2,Georgia,1.779,1.779,3.992,1,48,1.93,1.93,3.235,1,Apple iPhone,5.532,5.532,7.075,1,"Yes, I am",,1.583,1.583,2.655,1,Black or African American,3.931,5.113,6.299,2,3,7.232,7.232,8.425,1,Democrat,2.293,2.293,3.29,1,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,3.604,5.655,7.257,2,Moderate or middle of the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,3.95,4.947,2,Associate degree in college,,,,,,,,,,,,,,17.313,135.755,137.257,21,7,4Z166B,
12/12/2023 11:02,12/12/2023 11:07,100,291,TRUE,12/12/2023 11:07,0.8999999761581421,Firefox,120,Windows NT 10.0,1280x720,13.608,13.608,15.245,1,"Yes, I consent",11.871,17.495,19.187,6,Not at all,A lot,Some,Some,Not at all,Not at all,1.125,6.857,8.119,5,Georgia,7.341,7.341,10.517,1,38,2.949,2.949,4.069,1,Android,,,,,,"Yes, I am",2.235,2.235,3.543,1,White,7.426,7.426,8.549,1,3,2.162,2.162,3.146,1,Democrat,1.237,1.237,2.224,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,2.12,2.12,3.591,1,Extremely liberal,,,,,,,,,,,,,,,,,,,,,,,,,1.907,1.907,2.974,1,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,201.496,0,5,GQBHC6,
12/12/2023 10:54,12/12/2023 11:09,100,858,TRUE,12/12/2023 11:09,0.8999999761581421,Chrome,120.0.0.0,Linux x86_64,360x820,66.977,79.708,81.497,5,"Yes, I consent",20.184,38.686,40.092,15,A lot,A lot,A lot,A lot,Some,Not at all,3.908,4.157,10.357,2,Florida,2.618,2.849,8.683,2,37,6.798,7.011,12.143,2,Android,,,,,,"Yes, I am",2.553,2.783,8.064,2,Black or African American,4.487,4.716,9.647,2,3,14.164,14.393,16.201,2,Democrat,5.932,6.178,9.136,2,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,7.554,7.785,11.124,2,Extremely conservative,,,,,,,,,,,,,,,,,,,,,,,,,4.642,4.887,6.692,2,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,13.561,372.664,374.096,35,5,R1W289,
12/12/2023 11:03,12/12/2023 11:10,100,388,TRUE,12/12/2023 11:10,0.8999999761581421,Chrome,119.0.0.0,Windows NT 10.0,1366x768,7.147,30.849,32.265,5,"Yes, I consent",15.182,25.57,26.676,7,A lot,A lot,A lot,A lot,Not at all,Not at all,2.361,8.484,9.814,2,Ohio,2.166,22.965,26.815,2,36,1.903,1.903,4.028,1,Android,,,,,,"Yes, I am",2.969,2.969,4.477,1,Black or African American,3.352,6.162,10.325,2,3,7.921,11.974,13.368,2,Independent,3.445,3.445,4.463,1,,Neither,7.868,10.545,12.345,2,Moderate or middle of the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.959,3.289,4.286,2,High school graduate or equivalent (GED),,3.898,218.167,224.358,14,9,APKDW9,
12/12/2023 11:08,12/12/2023 11:11,100,151,TRUE,12/12/2023 11:11,0.8999999761581421,Chrome iPhone,120.0.6099.101,iPhone,428x926,4.637,26.276,27.134,9,"Yes, I consent",6.2,11.15,11.826,7,Some,A lot,A lot,A lot,Not at all,Not at all,0.859,0.859,3.458,1,Florida,1.253,1.253,6.812,1,23,1.635,1.635,2.443,1,Apple iPhone,5.588,5.588,6.206,1,"Yes, I am",,2.486,2.667,3.606,2,"Black or African American,Hispanic",1.83,2.654,3.538,2,3,4.061,4.061,4.765,1,Democrat,1.564,1.564,2.813,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,1.62,1.62,2.305,1,Extremely liberal,,,,,,,,,,,,,,,,,,,,,,,,,2.814,3.675,6.674,2,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,7.388,53.267,62.156,6,5,4UQ4FK,
12/12/2023 11:06,12/12/2023 11:11,100,335,TRUE,12/12/2023 11:11,0.8999999761581421,Safari iPhone,17.1.2,iPhone,375x667,10.936,83.223,84.183,31,"Yes, I consent",7.014,18.332,19.112,9,Some,Some,Some,Some,Not at all,Not at all,1.169,1.169,5.265,1,North Carolina,0.978,0.978,4.55,1,59,2.051,2.051,3.476,1,Apple iPhone,4.23,4.23,5.638,1,"Yes, I am",,2.36,5.176,6.017,2,White,1.981,3.944,4.974,3,3,3.061,3.942,4.804,2,Democrat,1.712,1.712,2.317,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,2.394,4.028,5.039,2,Somewhat liberal,,,,,,,,,,,,,1.744,2.71,3.657,2,Some college but no degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.432,177.623,178.527,24,3,6K3PB2,
